age bracket,percent
0_9,0.15263157894736842
10_19,0.12543859649122807
20_29,0.1307017543859649
30_39,0.08508771929824561
40_49,0.1
50_59,0.11754385964912281
60_69,0.1324561403508772
70_79,0.08421052631578947
80_100,0.07192982456140351
