age_bracket,percent
0_4,0.07543859649122807
4_9,0.07719298245614035
10_14,0.05789473684210526
15_19,0.06754385964912281
20_24,0.06578947368421052
25_29,0.06491228070175438
30_34,0.031578947368421054
35_39,0.05350877192982456
40_44,0.05789473684210526
45_49,0.042105263157894736
50_54,0.054385964912280704
55_59,0.06315789473684211
60_64,0.08333333333333333
65_69,0.04912280701754386
70_74,0.0412280701754386
75_100,0.114912280701754384
