age_bracket,fraction_male,fraction_female
0_9,0.45977011494252873,0.5402298850574713
10_19,0.5384615384615384,0.46153846153846156
20_29,0.4697986577181208,0.5302013422818792
30_39,0.5360824742268041,0.4639175257731959
40_49,0.5263157894736842,0.47368421052631576
50_59,0.5671641791044776,0.43283582089552236
60_69,0.36423841059602646,0.6357615894039735
70_79,0.34375,0.65625
80_100,0.3902439024390244,0.6097560975609756
