0_19,0.00018
20_24,0.000361
25_29,0.000589
30_34,0.000954
35_39,0.001441
40_44,0.002253
45_49,0.003525
50_54,0.005592
55_59,0.008315
60_64,0.011659
65_69,0.016002
70_74,0.019045
75_80,0.021438
80_84,0.022198
85_100,0.019793
